,title,directors,scraptwriter,type,country,language,date,flength,rate
1608,战场上的小人球 Äideistä parhain,克劳斯·哈洛,吉米·卡尔森 Kirsi Vikman,剧情,芬兰瑞典,芬兰语瑞典语,2005-09-30,111分钟,8.1
1609,战场上的快乐圣诞 Merry Christmas Mr. Lawrence,大岛渚,劳伦斯·凡·德·普司特 大岛渚 保罗·梅尔斯贝格,剧情同性战争,英国日本新西兰,英语日语,1983-05-11(戛纳电影节)1983-05-28(日本)1983-08-25(英国),123分钟,8.8
1610,战斗民族养成记,阿卡季·萨赫拉什维利夏昊,安德烈·佐洛塔廖夫 玛丽亚·特鲁布妮科娃 亚历山大·诺斯科夫 亚历山大·马金 伊万·巴拉诺夫 雷光林,喜剧爱情,中国大陆俄罗斯,汉语普通话俄语,2019-01-24(中国大陆)2019-01-17(俄罗斯),93分钟,4.7
1611,战栗空间 Panic Room,大卫·芬奇,大卫·凯普,剧情惊悚犯罪,美国,英语,2002-03-29(美国),112 分钟,7.2
1612,战栗黑洞 In the Mouth of Madness,约翰·卡朋特,迈克·德·鲁卡,悬疑恐怖奇幻,美国,英语,1994-12-10(黑色电影节)1995-02-03(美国),95 分钟,7.7
1613,战狼,吴京,吴京 刘毅 董群 高岩,动作战争,中国,汉语普通话英语,2015-04-02(中国大陆),90分钟,6.9
1614,战略特勤组 Unthinkable,格雷格·乔丹,皮特·伍德瓦德,剧情悬疑惊悚,美国,英语,2011-07-10(中国大陆)2010-06-15(美国),97 分钟,7.9
1615,战神纪,哈斯朝鲁,卓·格赫,奇幻冒险,中国,汉语普通话,2018-04-28(中国大陆),119分钟,3.5
1616,战舰波将金号 Броненосец Потёмкин,谢尔盖·爱森斯坦,谢尔盖·爱森斯坦,剧情历史战争,苏联,无对白,1925-12-24(苏联),75分钟,8.6
1617,戴珍珠耳环的少女 Girl with a Pearl Earring,彼得·韦柏,奥莉薇亚·黑特理德,剧情爱情传记,英国卢森堡,英语,2003-09-07,100 分钟,7.8
1618,房间 Room,伦尼·阿伯拉罕森,艾玛·多诺霍,剧情家庭,爱尔兰加拿大英国美国,英语,2015-09-04(特柳赖德电影节)2015-10-23(多伦多)2016-01-15(爱尔兰/英,118分钟,8.8
1619,所以……和黑粉结婚了,金帝荣,耿国鑫 汪燕 金恩贞,喜剧爱情,中国大陆韩国,汉语普通话韩语,2016-06-30(中国大陆),99分钟,5.0
1620,所有明亮的地方 All the Bright Places,布雷特·海利,丽兹·汉娜 Jennifer Niven,剧情爱情,美国,英语,2020-02-28(美国),107分钟,6.9
1621,手机,冯小刚,刘震云,剧情喜剧家庭,中国,汉语普通话,2003-12-18(中国大陆),107分钟,7.3
1622,托尼·厄德曼 Toni Erdmann,玛伦·阿德,玛伦·阿德,剧情喜剧,德国奥地利,德语英语罗马尼亚语,2016-05-14(戛纳电影节)2016-07-14(德国),162分钟,7.6
1623,托斯卡纳艳阳下 Under the Tuscan Sun,奥黛丽·威尔斯,奥黛丽·威尔斯 弗朗西斯·梅斯,剧情喜剧爱情,美国意大利,英语意大利语波兰语法语西班牙语德语,2003-09-26(美国),113分钟,8.1
1624,扫毒2天地对决 掃毒2：天地對決,邱礼涛,李敏 李昇 邱礼涛,剧情动作悬疑犯罪,中国,汉语普通话粤语,2019-07-05(中国大陆)2019-07-16(中国香港),99分钟,6.0
1625,找到你,吕乐,秦海燕,剧情家庭,中国,汉语普通话,2018-10-05(中国大陆)2018-06-17(上海电影节),102分钟,7.4
1626,找到你了 I See You,亚当·兰道,德文·格拉耶,剧情恐怖犯罪,美国,英语,2019-12-06(美国),96分钟,6.6
1627,抓住救命稻草的野兽们 지푸라기라도 잡고 싶은 짐승들,金容勋,金容勋 曾根圭介,惊悚犯罪,韩国,韩语,2020-02-21(韩国),108分钟,6.9
1628,投名状,陈可辛,须兰 秦天南 林爱华 黄建新 许月珍 何冀平 郭俊立 阮世生,剧情动作战争古装,中国,汉语普通话,2007-12-12(中国大陆)2007-12-13(中国香港),126 分钟,7.3
1629,抢红,黎明,熊山君 毕成功 黎明,动作犯罪,中国,汉语普通话,2017-05-19(中国大陆),90分钟,3.1
1630,护理师 El practicante,卡洛斯·托拉斯,卡洛斯·托拉斯 埃克托·埃尔南德斯·比森斯 大卫·德索拉,惊悚,西班牙,西班牙语,2020-09-16(西班牙),94分钟,5.8
1631,抵达之谜,宋文,陶日成 宋文 李宗雷 杨丹 段炼,剧情爱情,中国,汉语普通话,2020-07-31(中国大陆)2018-10-05(釜山电影节),114分钟,4.9
1632,担保 담보,康大奎,손주연 임성순 尹济均 康大奎,剧情,韩国,韩语,2020-09-29(韩国),113分钟(韩国),7.8
1633,拆弹专家,邱礼涛,邱礼涛 李敏,动作悬疑犯罪,中国,汉语普通话粤语,2017-04-28(中国大陆),120分钟,6.3
1634,拆弹部队 The Hurt Locker,凯瑟琳·毕格罗,马克·鲍尔,剧情惊悚战争,美国,英语,2008-09-04(威尼斯电影节)2009-07-31(美国),131 分钟,7.8
1635,拍拖故事 Dating Amber,大卫·费恩,大卫·费恩,喜剧爱情同性,爱尔兰,英语,2020-06-04(爱尔兰),92分钟,7.4
1636,招魂 The Conjuring,温子仁,查德·海斯 凯利·海斯,悬疑惊悚恐怖,美国,英语拉丁语,2013-06-08(马德里奇幻电影节)2013-07-19(美国),112分钟,7.9
1637,拜见岳父大人 Meet the Parents,杰伊·罗奇,吉姆·赫兹菲尔德 约翰·汉博格 格雷格·格列娜 玛丽·露丝·克拉克,喜剧爱情,美国,英语泰语西班牙语希伯来语法语,2000-10-06(美国),108分钟,7.1
1638,拜见岳父大人2 Meet the Fockers,杰伊·罗奇,Jim Herzfeld 约翰·汉博格 Marc Hyman 格雷格·格列娜 玛丽·露丝·克拉克,喜剧爱情,美国,英语西班牙语希伯来语,2004-12-22(美国),115 分钟,7.1
1639,拧紧 The Turning,弗洛莉娅·塞吉斯蒙迪,凯利·海斯 查德·海斯 亨利·詹姆斯,剧情恐怖,英国爱尔兰加拿大美国,英语,2020-01-24(美国),94分钟,4.5
1640,拯救大兵瑞恩 Saving Private Ryan,史蒂文·斯皮尔伯格,罗伯特·罗达特,剧情历史战争,美国,英语法语德语捷克语,1998-11-13(中国大陆)1998-07-24(美国),169分钟,9.0
1641,拳霸 องค์บาก,普拉奇亚·平克尧,Panna Rittikrai 普拉奇亚·平克尧,动作犯罪,泰国,泰语英语,2003-01-21(泰国),108分钟,7.8
1642,指挥家 De dirigent,玛利亚·彼特斯,玛利亚·彼特斯,爱情音乐传记,荷兰,英语,2020(中国大陆)2018-10-25(荷兰),137分钟,7.4
1643,指甲刀人魔,关智耀,陆以心 端端 游凯媛,喜剧爱情,中国,汉语普通话,2017-04-14(中国大陆)2017-04-11(北京电影节),100分钟,4.4
1644,挪威7·22爆炸枪击案 22 July,保罗·格林格拉斯,保罗·格林格拉斯 塞厄斯塔,剧情历史犯罪,挪威冰岛美国,英语,2018-09-05(威尼斯电影节)2018-10-10(美国),143分钟,7.5
1645,挪威的森林 ノルウェイの森,陈英雄,陈英雄 村上春树,剧情爱情,日本,日语,2011-09-16(中国大陆)2010-12-11(日本),133分钟(日本),6.0
1646,捉贼记 To Catch a Thief,阿尔弗雷德·希区柯克,约翰·迈克尔·海耶斯 亚历克·科佩尔 David Dodge,爱情悬疑惊悚犯罪,美国,英语法语,1955-08-03(美国),106分钟,7.2
1647,捉迷藏,刘杰,顾小白 任鹏,悬疑惊悚犯罪,中国,汉语普通话,2016-11-04(中国大陆),105分钟,5.5
1648,捉迷藏 Hide and Seek,约翰·波尔森,Ari Schlossberg,悬疑惊悚恐怖,美国,英语,2005-01-27(阿根廷),101 分钟,7.4
1649,捉迷藏 숨바꼭질,许政,许政,悬疑惊悚犯罪,韩国,韩语,2013-08-14(韩国),107分钟,6.9
1650,捉鬼敢死队 Ghostbusters,伊万·雷特曼,丹·艾克罗伊德 哈罗德·雷米斯 里克·莫拉尼斯,喜剧科幻奇幻,美国,英语,1984-06-08,105 分钟,6.7
1651,捍卫者,廖希韩平张巳阳,啸杨 却却 廖希,剧情历史战争,中国,汉语普通话,2017-09-22(中国大陆)2017-06-22(上海电影节),109分钟,7.6
1652,捕鼠记 Mousehunt,戈尔·维宾斯基,亚当·莱福金,喜剧动作家庭,美国,英语,1997-12-19(美国),98分钟,7.7
1653,换子疑云 Changeling,克林特·伊斯特伍德,J·迈克尔·斯特拉辛斯基,剧情悬疑惊悚,美国,英语葡萄牙语,2008-10-31(美国),141 分钟,8.4
1654,掠食城市 Mortal Engines,克里斯蒂安·瑞沃斯,弗兰·威尔士 菲利帕·鲍恩斯 彼得·杰克逊 菲利普·里夫,动作科幻冒险,美国新西兰,英语,2019-01-18(中国大陆)2018-12-14(美国),128分钟,6.4
1655,控制,毕国智,毕国智,动作科幻悬疑犯罪,中国香港中国大陆,汉语普通话粤语,2013-11-22(中国大陆),92分钟,5.8
1656,控方证人 Witness for the Prosecution,艾伦·吉布森,约翰·盖伊 比利·怀德 哈里·库尼兹 劳伦斯·B·马库斯 阿加莎·克里斯蒂,剧情悬疑犯罪,美国英国,英语,1982-12-04(美国),97分钟,9.5
1657,推拿,娄烨,马英力 毕飞宇,剧情,中国大陆法国,汉语普通话,2014-11-28(中国大陆)2014-02-10(柏林电影节),114分钟(中国大陆),7.9
1658,推理笔记,张天辉,张天辉 钟濛 裘胜斌,剧情悬疑,中国,汉语普通话,2017-11-24(中国大陆),90分钟,4.4
1659,提着心吊着胆,李雨禾,李雨禾,剧情喜剧悬疑犯罪,中国,汉语普通话,2017-05-12(中国大陆)2016-06-17(上海国际电影节),97分钟,6.8
1660,搞定岳父大人,李海蜀,李海蜀 黄彦威,喜剧爱情家庭,中国,汉语普通话,2012-08-03(中国大陆),95分钟,6.4
1661,摄影机不要停！ カメラを止めるな！,上田慎一郎,上田慎一郎,喜剧恐怖,日本,日语,2017-11-04(东京首映)2018-06-23(日本),96分钟,8.3
1662,摇啊摇，摇到外婆桥,张艺谋,毕飞宇,剧情犯罪,中国大陆法国,汉语普通话,1995-05(戛纳电影节)1995-11-08(法国),108 分钟(加拿大),7.3
1663,摇摆少女 スウィングガールズ,矢口史靖,矢口史靖,剧情喜剧音乐,日本,日语,2004-09-11(日本),105分钟,8.4
1664,摇滚莫扎特 Mozart L'Opéra Rock,奥利维埃·达昂,米开朗琪罗·勒孔特 弗洛朗 莫特 梅丽莎·玛斯 迪亚娜·达西妮 Maeva Méline Solal Merwan Rim,歌舞舞台艺术,法国,法语,,121分钟,9.4
1665,摔角王 The Wrestler,达伦·阿伦诺夫斯基,罗伯特·D·西格尔,剧情传记运动,美国法国,英语,2008-09-05(威尼斯电影节)2008-12-17(美国),109 分钟,8.3
1666,摘金奇缘 Crazy Rich Asians,朱浩伟,彼得·基亚雷利 阿黛勒·林 凯文·关,喜剧爱情,美国,英语汉语普通话粤语,2018-11-30(中国大陆)2018-08-15(美国),121分钟,6.1
1667,摩天大楼 High-Rise,本·维特利,J·G·巴拉德 艾米·江普,剧情科幻悬疑,英国爱尔兰比利时,英语,2015-09-13(多伦多电影节)2016-03-18(英国),119分钟,5.7
1668,摩天营救 Skyscraper,罗森·马歇尔·瑟伯,罗森·马歇尔·瑟伯,动作惊悚冒险,中国香港美国,英语粤语汉语普通话,2018-07-20(中国大陆)2018-07-13(美国),102分钟,6.3
1669,摩托日记 Diarios de motocicleta,沃尔特·塞勒斯,何塞·里维拉,剧情传记冒险,阿根廷美国智利秘鲁巴西英国德国法国,奇楚亚语西班牙语,2004-01-15(圣丹斯电影节),126 分钟,8.4
1670,摩登保镖 摩登保鑣,许冠文,许冠文 许冠杰,喜剧,中国,粤语,1981-01-30,90 分钟,8.2
1671,摩登如来神掌 摩登如來神掌,黄泰来,王晶,喜剧奇幻古装,中国,粤语,1990-07-21(中国香港),99 分钟,6.5
1672,摩登年代,邵晓黎,杜鹏 宁岱 邵晓黎 高巍,剧情喜剧,中国,汉语普通话,2013-08-23(中国大陆),96分钟,5.6
1673,摩登时代 Modern Times,查理·卓别林,查理·卓别林,剧情喜剧爱情,美国,英语,1936-02-25(美国),87分钟,9.3
1674,撒玛利亚女孩 사마리아,金基德,金基德,剧情情色家庭犯罪,韩国,韩语,2004-03-05(韩国),95 分钟,7.4
1675,撞死了一只羊,万玛才旦,万玛才旦,剧情,中国,藏语,2019-04-26(中国大陆)2018-09-04(威尼斯电影节),87分钟,7.2
1676,擒凶记 The Man Who Knew Too Much,阿尔弗雷德·希区柯克,约翰·迈克尔·海耶斯 查尔斯·贝内特 安格斯·麦克费尔 D.B. Wyndham-Lewis,剧情悬疑,美国,英语阿拉伯语法语,1956-06-01(美国),120 分钟,7.6
1677,收件人不详 수취인불명,金基德,金基德,剧情战争,韩国,韩语英语,2001-06-02(韩国),119 分钟,8.3
1678,攻壳机动队 Ghost in the Shell,鲁伯特·桑德斯,士郎正宗 杰米·莫斯 威廉·惠勒 伊伦·克鲁格,动作科幻犯罪,美国印度中国香港中国大陆加拿大,英语日语,2017-04-07(中国大陆)2017-03-29(法国)2017-03-31(美国),107分钟,6.4
1679,攻壳机动队 攻殻機動隊,押井守,伊藤和典 士郎正宗,动作科幻动画,日本,日语,1995-11-18(日本),83分钟,9.0
1680,攻壳机动队2：无罪 攻殻機動隊2 イノセンス,押井守,押井守 士郎正宗,剧情科幻动画,日本,日语粤语,2004-03-06(日本)2004-05-20(戛纳电影节),100分钟,9.1
1681,放·逐,杜琪峰,司徒锦源 叶天成 杜琪峰,惊悚犯罪,中国,粤语,2006-10-19(中国香港)2006-09-06(威尼斯电影节),108分钟,8.1
1682,放大 Blow-Up,米开朗基罗·安东尼奥尼,米开朗基罗·安东尼奥尼 托尼诺·格拉 爱德华·邦德,剧情悬疑惊悚,英国意大利,英语,1966-12-18,111 分钟,8.5
1683,故事的故事 Il racconto dei racconti,马提欧·加洛尼,马提欧·加洛尼 爱德华多·阿比那蒂 乌戈·奇蒂 马西莫·高迪奥索 吉姆巴地斯达·巴西耳,剧情恐怖奇幻,意大利法国英国,英语意大利语,2015-05-14(意大利),133分钟,7.7
1684,救国同盟 Союз спасения,安德列·克拉夫丘克,奥列格·马洛维奇克 尼基塔·维索茨基,剧情历史冒险,俄罗斯,俄语,2019-12-26(俄罗斯),136分钟,7.3
1685,救火英雄,郭子健,梁礼彦 翁子光 郭子健,动作灾难,中国香港中国大陆,粤语汉语普通话,2014-01-02(中国香港)2014-01-03(中国大陆),115分钟,7.2
1686,教授与疯子 The Professor and the Madman,法尔哈德·撒夫尼亚,约翰·保曼 托德·考马尔尼基 法尔哈德·撒夫尼亚 西蒙·温彻斯特,剧情传记,爱尔兰法国冰岛美国墨西哥比利时英国中国香港,英语,2019-12-24(中国大陆)2019-03-15(墨西哥),124分钟,7.7
1687,教父3 The Godfather: Part III,弗朗西斯·福特·科波拉,马里奥·普佐 弗朗西斯·福特·科波拉,剧情犯罪,美国,英语意大利语德语拉丁语,1990-12-25(美国),170分钟,8.9
1688,敢死队 The Expendables,西尔维斯特·史泰龙,西尔维斯特·史泰龙,动作惊悚冒险,美国,英语西班牙语,2010-08-20(中国大陆)2010-08-13(美国),103分钟,6.9
1689,敢死队2 The Expendables 2,西蒙·韦斯特,西尔维斯特·史泰龙 理查德·温克 大卫·阿戈斯托 肯恩·考夫曼,动作冒险,美国德国保加利亚中国大陆,英语,2012-09-04(中国大陆)2012-08-17(美国),103分钟(美国),6.9
1690,敢死队4 The Expendables 4,戴夫·卡拉汉姆格雷戈里·波伊莱尔,西尔维斯特·史泰龙,动作惊悚冒险,美国,英语,,,
1691,敦刻尔克 Dunkirk,克里斯托弗·诺兰,克里斯托弗·诺兰,剧情历史战争,英国法国美国荷兰,英语法语德语,2017-09-01(中国大陆)2017-07-13(伦敦首映)2017-07-21(美国),107分钟,8.4
1692,数码宝贝：最后的进化 デジモンアドベンチャー LAST EVOLUTION 絆,田口智久,大和屋晓,动画冒险,日本,日语,2020-10-30(中国大陆)2020-02-21(日本),94分钟,7.5
1693,整蛊专家 整蠱專家,王晶,王晶,喜剧爱情,中国,粤语,1991-02-02(中国香港),108分钟,7.7
1694,文雀,杜琪峰,陈键忠 冯志强,剧情爱情,中国,粤语普通话,2008-06-19(中国香港),87分钟(柏林电影节),6.8
1695,斗牛,管虎,管虎,剧情喜剧,中国,中文日语,2009-09-11(中国大陆)2009-09-10(威尼斯电影节),109分钟,8.1
1696,斗鱼 鬥魚,柯翰辰胡远宁,王净 林柏叡 吴岳擎 虹茜 林辉瑝 邱宇辰 安以轩 蓝正龙 屈中恒 李罗 马如龙 尹昭德 张诗盈 庹宗华 王治平 颜正国 周晓函 陆明君 张勋杰,,中国,汉语普通话,2018-08-17(中国台湾),116分钟,6.7
1697,断头谷 Sleepy Hollow,蒂姆·波顿,安德鲁·凯文·沃克,悬疑恐怖奇幻,美国德国,英语拉丁语,1999-11-19(美国),105 分钟,7.6
1698,断片之险途夺宝,罗登郭爽,冯媛,喜剧冒险,中国,汉语普通话,2018-12-29(中国大陆),95分钟,2.9
1699,斯宾塞的机密任务 Spenser Confidential,彼得·博格,布莱恩·海尔格兰德 肖恩·欧奇夫 罗伯特·B·帕克 艾斯·阿特金斯,剧情悬疑惊悚犯罪,美国,英语,2020-03-06(美国),110分钟,5.8
1700,斯巴达克斯 Spartacus,斯坦利·库布里克,达尔顿·特朗勃 卡尔德·威灵汉姆,剧情动作传记历史冒险,美国,英语,1960-10-07,184分钟(首映版),8.0
1701,斯诺登 Snowden,奥利佛·斯通,基兰·菲茨杰拉德 奥利佛·斯通 卢克·哈丁 安纳托利·库齐利纳,剧情惊悚传记,美国德国,英语,2016-09-09(多伦多电影节)2016-09-16(美国),134分钟,7.6
1702,斯隆女士 Miss Sloane,约翰·马登,乔纳森·佩雷拉,剧情悬疑,美国法国,英语,2016-11-11(AFI影展)2016-12-09(美国),132分钟,8.8
1703,新上海滩 新上海灘,潘文杰,邹凯光 潘文杰 邵丽琼,动作惊悚犯罪,中国,粤语汉语普通话英语,1996-07-13(中国香港),96分钟,7.6
1704,新不了情,尔冬升,尔冬升,剧情爱情,中国,粤语汉语普通话英语,1993-11-11(中国香港),98分钟,8.3
1705,新世界 신세계,朴勋政,朴勋政,剧情犯罪,韩国,韩语汉语普通话,2013-02-21(韩国),134分钟,8.8
1706,新世纪福音战士剧场版：Air/真心为你 新世紀エヴァンゲリオン劇場版 Air/まごころを、君に,庵野秀明鹤卷和哉,庵野秀明,剧情科幻动画,日本,日语,1997-07-19(日本),87 分钟,9.4
1707,新乌龙院2无敌反斗星,朱延平,谭志华,喜剧动作奇幻冒险,中国台湾中国香港,汉语普通话,1995-07-20(中国香港),94分钟,7.6
1708,新乌龙院之笑闹江湖,朱延平,张耀升 朱凌锋 牛欣炜,剧情喜剧动作,中国,汉语普通话,2018-08-17(中国大陆),103分钟,3.6
1709,新仙鹤神针 新仙鶴神針,陈木胜,徐克 徐达初,动作奇幻武侠古装,中国,粤语,1993-08-19,93分钟,7.1
1710,新僵尸先生 新殭屍先生,刘观伟,卢永强,恐怖,中国,粤语,1992-08-08,89分钟,7.7
1711,新变种人 The New Mutants,约什·布恩,约什·布恩 内特·李,动作科幻恐怖,美国,英语葡萄牙语拉丁语,2020-08-28(美国),94分钟,4.5
1712,新咒怨(美版) The Grudge,尼古拉斯·佩谢,尼古拉斯·佩谢 杰夫·布勒 清水崇,悬疑恐怖,美国,英语,2020-01-03(美国),93分钟,4.7
1713,新哥斯拉 シン・ゴジラ,庵野秀明樋口真嗣,庵野秀明,剧情科幻灾难,日本,日语英语,2016-07-29(日本),120分钟,6.7
1714,新天生一对,朱延平,简士耕 刘书桦 古书榕,剧情喜剧爱情家庭,中国,汉语普通话,2012-01-20(中国台湾)2012-01-23(中国大陆)2012-02-02(中国香港),100分钟,6.3
1715,新天龙八部之天山童姥 新天龍八部之天山童姥,钱永强,张炭 金庸,动作武侠古装,中国香港中国大陆,粤语,1994-03-05(中国香港),96分钟,7.5
1716,新宿事件,尔冬升,尔冬升 秦天南 刘永平,剧情犯罪,中国,汉语普通话日语粤语英语闽南语,2009-04-02(中国香港),119 分钟,7.5
1717,新少林五祖,王晶,王晶,剧情动作冒险武侠古装,中国,粤语,1994-02-05(中国香港),95分钟,7.8
1718,新少林寺,陈木胜,袁锦麟 张志光 王秋雨 陈锦昌 张炭,剧情动作,中国,汉语普通话,2011-01-19(中国大陆),132分钟,6.0
