,title,directors,scraptwriter,type,country,language,date,flength,rate
1453,性爱狂想曲 みんな～やってるか！,北野武,北野武,喜剧,日本,日语,1994-11(伦敦电影节)1995-02-11(日本),108分钟,7.1
1454,怪兽在巴黎 Un monstre à Paris,毕鲍·鲍格朗,毕鲍·鲍格朗 斯特凡纳·卡赞吉安,喜剧动画音乐奇幻冒险,法国,法语,2011-10-12(法国),90分钟,7.7
1455,怪兽大学 Monsters University,丹·斯坎隆,罗伯特·L·贝尔德 丹尼尔·吉尔森 丹·斯坎隆,喜剧动画冒险,美国,英语,2013-08-23(中国大陆)2013-06-21(美国),104分钟,8.2
1456,怪兽屋 Monster House,吉尔·克兰,丹·哈萌 罗布·施拉布 帕米拉·帕特勒,动画悬疑惊悚恐怖奇幻,美国,英语,2006-07-21(美国),91分钟,7.3
1457,怪医杜立德 Doctor Dolittle,贝蒂·托马斯,休·洛夫廷 Nat Mauldin Larry Levin,喜剧家庭奇幻,美国,英语,1998-06-26,85 分钟,6.9
1458,怪物之子 バケモノの子,细田守,细田守,动作动画奇幻冒险,日本,日语,2015-07-11(日本)2016-03-04(美国),119分钟,7.7
1459,怪物史瑞克 Shrek,安德鲁·亚当森维基·詹森,威廉·史塔克 泰德·艾略特 特里·鲁西奥 乔·斯蒂尔曼 罗杰·S·H·舒尔曼 科迪·卡梅伦 克里斯·米勒 康拉德·弗农,喜剧动画家庭奇幻冒险,美国,英语,2001-05-18(美国),90 分钟,7.9
1460,怪物史瑞克2 Shrek 2,安德鲁·亚当森凯利·阿斯博瑞康拉德·弗农,安德鲁·亚当森 乔·斯蒂尔曼 J·大卫·斯提姆 戴维·N·韦斯 威廉·史塔克 克里斯·米勒,喜剧动画家庭奇幻冒险,美国,英语,2004-08-13(中国大陆)2004-05-19(美国),93 分钟,7.6
1461,怪物史瑞克3 Shrek the Third,克里斯·米勒许诚毅,杰弗里·普赖斯 彼得·S·西曼 克里斯·米勒 阿伦·沃纳,喜剧动画家庭奇幻冒险,美国,英语,2007-08-24(中国大陆)2007-05-18(美国),93 分钟,7.3
1462,怪物史瑞克4 Shrek Forever After,迈克·米切尔,Josh Klausner Darren Lemke,喜剧动作动画冒险,美国,英语,2010-08-16(中国大陆)2010-05-21(美国),93分钟,7.6
1463,怪胎,廖明毅,廖明毅,剧情,中国,汉语普通话,2020-08-07(中国台湾)2020-06-29(乌迪内远东电影节),100分钟,7.1
1464,怪谈 怪談,小林正树,水木洋子 小泉八云,剧情恐怖奇幻,日本,日语,1964-12-29(日本),183分钟,8.5
1465,总有一天 Der kommer en dag,杰斯珀·W·尼尔森,索伦·斯外斯特普,剧情,丹麦,丹麦语,2016-04-21(丹麦),115分钟,8.7
1466,恋恋笔记本 The Notebook,尼克·卡萨维蒂,扬·萨尔迪 杰里米·莱文 尼古拉斯·斯帕克斯,剧情爱情,美国,英语,2004-06-25(美国),123分钟,8.5
1467,恋恋风尘 戀戀風塵,侯孝贤,吴念真 朱天文,剧情爱情,中国,汉语普通话粤语闽南语,1986(中国台湾)1987-10-15(中国香港)1987-09-13(多伦多电影节),109分钟,8.6
1468,恋战冲绳 戀戰沖繩,陈嘉上,陈嘉上 陈庆嘉,剧情爱情,中国,粤语日语,2000-07-28(中国香港),99 分钟(日本),7.3
1469,恋爱中的城市,文牧野董润年韩轶傅天余冀佳彤,文牧野 董润年 张艺帆 查慕春 韩轶 傅天余 陈舒,爱情,中国,汉语普通话法语捷克语日语意大利语英语上海话,2015-08-20(中国大陆),117分钟,5.6
1470,恋爱假期 The Holiday,南希·迈耶斯,南希·迈耶斯,喜剧爱情,美国,英语,2006-12-08(美国),138分钟,7.7
1471,恋爱回旋 ミックス。,石川淳一,古泽良太,喜剧运动,日本,日语,2018-03-09(中国大陆)2017-10-21(日本),119分钟,7.0
1472,恋爱谈 연애담,李贤珠,李贤珠,剧情爱情同性,韩国,韩语,2016-05-01(全州国际电影节),99分钟,7.8
1473,恋爱通告,王力宏,杜欣怡 陈虹洁 王力宏,喜剧爱情,中国台湾中国大陆,汉语普通话,2010-08-12(中国大陆),99分钟,5.9
1474,恋空,今井夏木,渡边睦月,剧情爱情,日本,日语,2007-11-03(日本),129分钟,7.0
1475,恐怖分子 恐怖份子,杨德昌,小野 杨德昌,剧情犯罪,中国,汉语普通话闽南语,1986-12-19(中国台湾),109 分钟,8.9
1476,恐怖星球 Planet Terror,罗伯特·罗德里格兹,罗伯特·罗德里格兹,动作科幻恐怖,美国,英语,2007-10-15(尖叫恐怖电影节),105分钟,7.4
1477,恐怖蜡像馆 House of Wax,佐米·希尔拉,查德·海斯 凯利·海斯 查尔斯·贝尔登,惊悚恐怖,美国澳大利亚,英语,2005-05-06(美国),113 分钟,6.9
1478,恐袭波士顿 Patriots Day,彼得·博格,彼得·博格 马特·库克 约书亚·祖特曼 保罗·塔马西 埃瑞克·约翰逊,剧情惊悚历史,美国,英语,2017-11-17(中国大陆)2016-11-17(AFI影展)2017-01-13(美国),133分钟,8.1
1479,恐龙 Dinosaur,埃里克·莱顿Ralph Zondag,沃伦·格林 John Harrison Robert Nelson Jacobs,动画冒险,美国,英语,2000-05-19,82 分钟,7.6
1480,恐龙当家 The Good Dinosaur,彼得·孙,鲍勃·彼德森 彼得·孙 埃里克·本森 梅格·勒福夫 凯尔西·曼 彼得·赫奇斯 阿德里安·莫利纳,喜剧动画家庭冒险,美国,英语,2015-11-25(美国),93分钟,7.4
1481,恩娇 은교,郑址宇,郑址宇,剧情爱情,韩国,韩语,2012-04-25(韩国),129分钟,6.8
1482,恶人传 악인전,李元泰,李元泰,剧情动作犯罪,韩国,韩语,2019-05-15(韩国),109分钟,7.7
1483,恶女 악녀,郑秉吉,郑秉吉 郑秉希,剧情动作,韩国,韩语,2017-05-21(戛纳电影节)2017-06-08(韩国),123分钟,6.4
1484,恶棍之都 Rogue City,奥利维埃·马夏尔,奥利维埃·马夏尔,犯罪,法国,法语,2020-10-30(法国网络),116分钟,6.6
1485,恶棍天使,俞白眉邓超,俞白眉,喜剧,中国,汉语普通话,2015-12-24(中国大陆),124分钟,4.2
1486,恶疾：最后接触传染 Ill: Final Contagium,Kai E. BogatzkiDomiziano CristopharoLucio A. RojasLorenzo Zanoni,Kai E. Bogatzki Domiziano Cristopharo Lucio A. Rojas Lorenzo Zanoni Ximena del Solar,恐怖,意大利智利德国,意大利语西班牙语德语英语,2019-10-15(西班牙),105分钟,4.3
1487,恶童 鉄コン筋クリート,迈克尔·艾里亚斯,安东尼·温特劳布 松本大洋,动作动画犯罪冒险,日本,日语,2006-12-23(日本),111分钟,8.6
1488,恶魔的孩子 Les diables,克里斯多夫·卢基亚,Olivier Lorelle 克里斯多夫·卢基亚,剧情,法国西班牙,法语,2002-09-11(法国),105分钟,8.0
1489,恶魔的艺术2：邪降 ลองของ,Pasith BuranajanKongkiat KhomsiriIsara NadeeSeree PhongnithiYosapong PolsapPutipong SaisikaewArt Tha,Kongkiat Khomsiri Yosapong Polsap Art Thamtrakul,恐怖奇幻,泰国,泰语,2005-12-01(泰国),100分钟,7.5
1490,悟空传,郭子健,郭子健 今何在 黄海 范文文 黄智亨,剧情动作奇幻,中国,汉语普通话,2017-07-13(中国大陆),123分钟,5.1
1491,悲伤逆流成河,落落,落落 郭敬明,剧情爱情,中国,汉语普通话,2018-09-21(中国大陆)2020-08-14(中国大陆重映),104分钟,5.9
1492,悲情城市,侯孝贤,吴念真 朱天文,剧情历史,中国,闽南语汉语普通话日语上海话粤语,1989-10-21(中国台湾)1989-12-21(中国香港)1989-09-04(威尼斯电影节),157分钟,8.9
1493,悲惨世界 Les misérables,拉吉·利,拉吉·利 吉奥达诺·戈德里尼 亚历克西斯·曼蒂,剧情犯罪,法国,法语班巴拉语,2019-05-15(戛纳电影节)2019-11-20(法国),104分钟,8.1
1494,悲惨世界：25周年纪念演唱会 Les Misérables in Concert: The 25th Anniversary,尼克·莫里斯,阿兰·布伯里勒 克洛德-米歇尔·勋伯格 维克多·雨果 Jean-Marc Natel James Fenton,音乐,英国,英语,2010-10-03(英国),178分钟,9.6
1495,悲惨世界：音乐会现场 Les Misérables: The Staged Concert,尼克·莫里斯詹姆斯·鲍威尔让·皮埃尔·范德斯普伊,阿兰·布伯里勒 克洛德-米歇尔·勋伯格,音乐歌舞,英国,英语,2019-12-02(英国)2019-12-08(美国),170分钟,9.1
1496,情人节 Valentine's Day,盖瑞·马歇尔,凯瑟琳·富盖特,喜剧爱情,美国,英语,2010-02-12(美国),125分钟,7.0
1497,情圣,宋晓飞董旭,李潇 于淼,喜剧,中国,汉语普通话,2016-12-30(中国大陆),116分钟,6.0
1498,情敌蜜月,张林子,洪泠 毕成功,喜剧爱情,中国,汉语普通话英语,2015-09-02(中国大陆),96分钟,4.7
1499,情枭的黎明 Carlito's Way,布莱恩·德·帕尔玛,大卫·凯普,剧情惊悚犯罪,美国,英语西班牙语,1993-11-10,144 分钟,8.7
1500,情癫大圣,刘镇伟,刘镇伟,剧情喜剧动作爱情奇幻,中国,粤语汉语普通话,2005-12-22(中国大陆/中国香港),103分钟,5.4
1501,情遇曼哈顿,李巨源,李巨源,喜剧爱情,中国,汉语普通话英语,2017-10-13(中国大陆),103分钟,3.9
1502,惊世狂花 Bound,莉莉·沃卓斯基拉娜·沃卓斯基,莉莉·沃卓斯基 拉娜·沃卓斯基,剧情惊悚同性犯罪,美国,英语,1996-10-04,108 分钟,8.2
1503,惊变28周 28 Weeks Later,胡安·卡洛斯·弗雷斯纳迪罗,Rowan Joffe 胡安·卡洛斯·弗雷斯纳迪罗,科幻恐怖,英国西班牙,英语,2007-05-11(英国),100 分钟,6.6
1504,惊变28天 28 Days Later...,丹尼·博伊尔,亚历克斯·加兰,剧情科幻惊悚恐怖,英国,英语西班牙语芬兰语法语朝鲜手语意大利语,2002-11-01(英国),117分钟,7.1
1505,惊声尖叫 Scream,韦斯·克雷文,凯文·威廉姆森,悬疑恐怖犯罪,美国,英语,1996-12-20,111 分钟,7.1
1506,惊声尖叫2 Scream 2,韦斯·克雷文,凯文·威廉姆森,悬疑恐怖犯罪,美国,英语,1997-12-12,120 分钟,6.4
1507,惊声尖笑2 Scary Movie 2,基伦·埃弗瑞·韦恩斯,肖恩·韦恩斯 马龙·韦恩斯,喜剧,美国加拿大,英语,2001-07-04(美国),83 分钟,6.7
1508,惊声尖笑3 Scary Movie 3,大卫·扎克,克雷格·麦辛 帕特·普罗夫,喜剧,美国加拿大,英语,2003-10-24,84 分钟,6.8
1509,惊声尖笑5 Scary Movie 5,马尔科姆·D·李,帕特·普罗夫 大卫·扎克,喜剧,美国,英语,2013-04-12(美国),86分钟,5.5
1510,惊天危机 White House Down,罗兰·艾默里奇,詹姆斯·范德比尔特,动作灾难,美国,英语,2013-07-22(中国大陆)2013-06-28(美国),132分钟(中国大陆),7.3
1511,惊天大逆转,李骏,丁小洋,剧情悬疑犯罪,中国大陆韩国,汉语普通话韩语,2016-07-15(中国大陆),110分钟,7.0
1512,惊天破,吴品儒,吴品儒 顾舒怡,剧情动作悬疑犯罪,中国,汉语普通话,2016-10-20(中国香港/中国大陆)2016-06-13(上海国际电影节),103分钟,3.9
1513,惊天营救 Extraction,山姆·哈格雷夫,乔·罗素 安德·帕克斯 安东尼·罗素 Fernando León González,动作惊悚犯罪,美国,英语印地语孟加拉语,2020-04-24(美国),116分钟,7.1
1514,惊天魔盗团2 Now You See Me 2,朱浩伟,艾德·索罗门 彼得·基亚雷利 鲍兹·亚金 爱德华·里科,剧情悬疑犯罪,美国,英语汉语普通话粤语,2016-06-24(中国大陆)2016-06-10(美国),130分钟,6.8
1515,惊天魔盗团3 Now You See Me 3,大卫·古尔德,大卫·古尔德 加文·詹姆斯 埃里克·辛格尔 艾德·索罗门 尼尔·韦德纳,惊悚犯罪,美国,英语,,,
1516,惊情四百年 Dracula,弗朗西斯·福特·科波拉,布莱姆·斯托克 詹姆士·V·哈特,爱情恐怖,英国美国,英语罗马尼亚语希腊语保加利亚语拉丁语,1992-11-13(美国),128分钟,7.8
1517,惊涛飓浪 Adrift,巴塔萨·科马库,亚伦·坎德尔 乔丹·坎德尔 大卫·布兰森·史密斯 塔米·阿什克拉夫特,爱情灾难,美国,英语,2018-12-07(中国大陆)2018-06-01(美国),96分钟,6.8
1518,惊魂记 Psycho,阿尔弗雷德·希区柯克,约瑟夫·斯蒂凡诺 罗伯特·布洛克,悬疑惊悚恐怖,美国,英语,1960-06-16(纽约首映)1960-09-08(美国),109分钟,9.0
1519,惊魂鬼屋 Haunt,斯科特·贝克布莱恩·伍兹,斯科特·贝克 布莱恩·伍兹,惊悚恐怖,美国,英语,2019-09-13(美国),92分钟,6.2
1520,想哭的我戴上了猫的面具 泣きたい私は猫をかぶる,佐藤顺一柴山智隆,冈田麿里,动画奇幻,日本,日语,2020-06-18(日本/中国大陆网络),104分钟,6.4
1521,想爱就爱 อยากรัก ก็รักเลย,萨拉萨瓦蒂·翁索姆佩奇,阿瑟·F·古德里奇,喜剧爱情同性,泰国,泰语,2010-12-16(泰国),102分钟,7.5
1522,意外,郑保瑞,司徒锦源 邓力奇,悬疑惊悚,中国,粤语,2009-09-24(中国香港)2009-09-05(威尼斯电影节),89分钟,7.3
1523,意外制造公司 De Surprise,米克·范迪姆,米克·范迪姆 卡琳·凡·霍尔斯特·佩里卡尼 贝尔坎普,喜剧爱情,荷兰比利时德国爱尔兰,荷兰语英语,2015-05-21(荷兰),102分钟,7.3
1524,意外空间 El Incidente,伊萨克·厄兹本,伊萨克·厄兹本,科幻惊悚,墨西哥,西班牙语,2014-09-21(墨西哥),100分钟,7.6
1525,意大利制造 Made in Italy,詹姆斯·达西,詹姆斯·达西,喜剧,英国意大利,英语,2020-07-09(希腊)2020-08-07(美国),94分钟,6.6
1526,愚行录 愚行録,石川庆,向井康介 贯井德郎,剧情悬疑犯罪,日本,日语,2016-09-06(威尼斯电影节)2017-02-18(日本),120分钟,7.7
1527,愤怒的公牛 Raging Bull,马丁·斯科塞斯,杰克·拉莫塔 Joseph Carter 彼得·萨瓦奇 保罗·施拉德 麦迪克·马丁,剧情传记运动,美国,英语,1980-11-14,129 分钟,8.4
1528,愤怒的小孩,黄雷,姚睿 郭俊立,喜剧儿童,中国,汉语普通话,2013-01-29(中国大陆),97分钟,6.2
1529,愤怒的小鸟 Angry Birds,费格尔·雷利克雷·卡提斯,约翰·维蒂,喜剧动画冒险,芬兰美国,英语,2016-05-20(中国大陆/美国)2016-05-13(芬兰),97分钟,7.2
1530,愤怒的小鸟2 The Angry Birds Movie 2,图鲁普·范·奥尔曼,彼得·阿克曼,喜剧动画冒险,芬兰美国,英语,2019-08-16(中国大陆)2019-08-14(美国),96分钟,7.0
1531,慕尼黑 Munich,史蒂文·斯皮尔伯格,托尼·库什纳 艾瑞克·罗斯,剧情惊悚历史,美国加拿大法国,英语德语法语希伯来语阿拉伯语,2005-12-23(美国),164 分钟,7.8
1532,憨豆先生的大灾难 Bean,梅尔·史密斯,理查德·柯蒂斯 罗温·艾金森 Robin Driscoll,喜剧家庭,英国美国,英语,1997-08-01,90 分钟,8.1
1533,憨豆特工2 Johnny English Reborn,奥利弗·帕克,哈密斯·麦克尔 威廉姆·戴维斯,喜剧,美国法国英国,英语,2011-10-07(英国),100分钟,7.2
1534,成为简·奥斯汀 Becoming Jane,朱里安·杰拉德,Sarah Williams Kevin Hood 简·奥斯汀,剧情爱情传记,英国爱尔兰,英语,2007-03-09(英国),120 分钟,8.3
1535,成事在人 Invictus,克林特·伊斯特伍德,安东尼·佩卡姆 约翰·卡林,剧情传记历史运动,美国,英语南非语毛利语祖鲁语科萨语南梭托语,2009-12-11(美国),134分钟,8.2
1536,成长教育 An Education,罗勒·莎菲,琳·巴贝尔 尼克·霍恩比,剧情,美国英国,英语,2009-10-30(英国),100分钟,7.7
1537,成长边缘 The Edge of Seventeen,凯莉·弗莱蒙·克雷格,凯莉·弗莱蒙·克雷格,剧情喜剧,美国,英语,2016-09-16(多伦多电影节)2016-11-18(美国),104分钟,7.7
1538,我11,王小帅,王小帅,剧情犯罪,中国大陆法国,汉语普通话上海话,2012-05-18(中国大陆)2011-09-11(多伦多电影节),110分钟,7.4
1539,我不是王毛,赵小溪,李海江,喜剧战争,中国,汉语普通话河南话,2016-03-11(中国大陆)2014-06(上海电影节),94分钟,7.9
1540,我仍然相信 I Still Believe,安德鲁·欧文乔恩·欧文,乔恩·欧文 乔·戈恩,剧情爱情音乐,美国,英语,2020-03-13(美国),115分钟,6.6
1541,我们 Us,乔丹·皮尔,乔丹·皮尔,悬疑惊悚恐怖,美国日本中国大陆,英语,2019-03-08(西南偏南电影节)2019-03-22(美国),116分钟,6.4
1542,我们仍未知道那天所看见的花的名字 剧场版 劇場版 あの日見た花の名前を僕達はまだ知らない。,长井龙雪,冈田麿里,动画,日本,日语,2013-08-31(日本),99分钟,8.6
1543,我们保守的秘密 The Secrets We Keep,尤瓦尔·阿德勒,瑞安·科文顿 尤瓦尔·阿德勒,剧情悬疑惊悚犯罪,美国,英语,2020-09-16(美国),97分钟,6.3
1544,我们俩,马俪文,马俪文,剧情,中国,汉语普通话,2006-04-10(中国香港电影节)2005-10(东京电影节),88分钟,8.7
1545,我们天上见,蒋雯丽,蒋雯丽,剧情家庭,中国,汉语普通话蚌埠话,2010-04-02(中国大陆)2009-10-10(釜山电影节),85分钟,8.7
1546,我们永不言弃 我們永不言棄,周显扬,周显扬 杜致朗 文萧 邹佩君,剧情动作,中国,汉语普通话,2020-04-20(中国大陆),120分钟,4.8
1547,我们的十年,马伟豪刘海,孟小豹 叶小舟,剧情爱情,中国,汉语普通话,2016-09-02(中国大陆),90分钟,5.4
1548,我们的故事,梁智强,梁智强 孙逸群 夏友庆,剧情喜剧家庭,新加坡,汉语普通话闽南语马来语英语,2016-02-04(新加坡),107分钟,8.3
1549,我们的故事2,梁智强,何守信 梁智强,剧情喜剧家庭,新加坡,闽南语汉语普通话马来语泰米尔语,2016-03-31(新加坡),122分钟,8.3
1550,我们的父辈 Our Father,Calum Rhys,Calum Rhys,剧情战争,英国,德语英语,2016-05-16(英国),15分钟,9.2
1551,我和厄尔以及将死的女孩 Me and Earl and the Dying Girl,阿方索·戈麦斯-雷洪,杰西·安德鲁斯,剧情喜剧,美国,英语,2015-01-25(圣丹斯电影节)2015-06-12(美国),105分钟,8.2
1552,我唾弃你的坟墓 I Spit on Your Grave,史蒂文·R·蒙若尔,Adam Rockoff 梅尔·扎奇,惊悚恐怖,美国,英语,2010-05-01(美国),107分钟,6.5
1553,我在伊朗长大 Persepolis,文森特·帕兰德玛嘉·莎塔琵,玛嘉·莎塔琵 文森特·帕兰德,剧情动画传记,法国美国,法语英语德语波斯语,2007-05-23(戛纳电影节)2007-06-27(法国)2007-12-25(美国),96分钟,8.7
1554,我在时间尽头等你,姚婷婷,郑执 刘迟,爱情奇幻,中国,汉语普通话,2020-08-25(中国大陆),115分钟,5.5
1555,我妻子的一切 내 아내의 모든 것,闵奎东,闵奎东,喜剧爱情,韩国,韩语,2012-05-17(韩国),121分钟,7.3
1556,我心雀跃,刘紫微,刘紫微 徐远,剧情,中国,汉语普通话,2017-06-09(中国大陆)2016-06-14(上海国际电影节),96分钟,6.8
1557,我恨你的十件事 10 Things I Hate About You,吉尔·约格尔,Karen McCullah Lutz 克尔斯滕·史密斯,喜剧爱情,美国,英语,1999-03-31,97 分钟,7.9
1558,我想吃掉你的胰脏 君の膵臓をたべたい,牛岛新一郎,牛岛新一郎,爱情动画,日本,日语,2019-01-18(中国大陆)2018-09-01(日本),108分钟,6.9
1559,我想和你好好的,李蔚然,作业本 李蔚然,剧情爱情,中国,汉语普通话,2013-10-12(中国大陆),96分钟,6.0
1560,我想结束这一切 I'm Thinking of Ending Things,查理·考夫曼,查理·考夫曼 伊恩·里德,剧情,美国,英语,2020-08-28(美国点映)2020-09-04(美国),134分钟,7.3
1561,我想藏起来 Volevo nascondermi,乔治奥·迪里蒂,乔治奥·迪里蒂 弗雷多·瓦拉 塔尼亚·佩德尼,剧情传记,意大利,意大利语,2020-02-21(柏林电影节)2020-02-27(意大利),118分钟,7.3
1562,我愿意,孙周,陈彤,喜剧爱情,中国,汉语普通话,2012-02-10(中国大陆),106分钟,5.9
1563,我才不会对黑崎君说的话言听计从 黒崎くんの言いなりになんてならない,月川翔,松田裕子,爱情,日本,日语,2016-02-27(日本),93分钟,5.7
1564,我控诉 J'accuse,罗曼·波兰斯基,罗伯特·哈里斯 罗曼·波兰斯基,剧情,法国意大利,法语,2019-08-30(威尼斯电影节)2019-11-13(法国),126分钟,7.4
1565,我是你妈,张骁,张骁 樊菁 邱岩,剧情喜剧,中国,汉语普通话,2018-05-11(中国大陆),104分钟,4.9
1566,我是你爸爸,王朔,王朔 冯小刚,剧情喜剧,中国,汉语普通话,2000-08-11(洛迦诺电影节),94分钟,7.8
1567,我是大哥大 电影版 今日から俺は！！劇場版,福田雄一,福田雄一 西森博之,喜剧,日本,日语,2020-07-17(日本),114分钟,8.1
1568,我是女王,伊能静,王安安 顾奕 伊能静,剧情爱情,中国,汉语普通话英语,2015-04-15(中国大陆),106分钟,4.2
1569,我是山姆 I Am Sam,杰茜·尼尔森,杰茜·尼尔森 克里斯汀·约翰逊,剧情家庭,美国,英语,2001-12-03(美国),132 分钟,8.9
1570,我是杀人犯 내가 살인범이다,郑秉吉,郑秉吉,动作惊悚犯罪,韩国,韩语,2012-11-08(韩国),119分钟,7.5
1571,我是谁 我是誰,陈木胜成龙,成龙 陈淑贤 李·雷诺兹,喜剧动作科幻冒险,中国,英语粤语荷兰语,1998-01-17(中国香港),120分钟,7.6
1572,我是谁：没有绝对安全的系统 Who Am I - Kein System ist sicher,巴伦·博·欧达尔,巴伦·博·欧达尔 扬特耶·弗里泽,悬疑惊悚犯罪,德国,德语英语,2014-09-25(德国),102分钟,8.2
1573,我是路人甲,尔冬升,尔冬升,剧情喜剧,中国,汉语普通话粤语浙江方言,2015-07-03(中国大陆),134分钟,7.1
1574,我最好朋友的婚礼,陈飞宏,付鳞然 顿河 红九,喜剧爱情,中国大陆美国,汉语普通话,2016-08-05(中国大陆),91分钟,4.4
1575,我最好朋友的婚礼 My Best Friend's Wedding,P·J·霍根,罗纳德·巴斯,喜剧爱情,美国,英语法语意大利语,1997-06-20(美国),105分钟,7.4
1576,我杀了我妈妈 J'ai tué ma mère,泽维尔·多兰,泽维尔·多兰,剧情同性家庭传记,加拿大,法语英语拉丁语,2009-09-15,96分钟,8.3
1577,我爱你 그대를 사랑합니다,秋昌旼,姜草 秋昌旼,剧情爱情,韩国,韩语,2011-02-17(韩国),118分钟,9.0
1578,我的1919,黄健中,黄丹 唐娄彝,剧情传记历史,中国,英语法语汉语普通话,1999-09-16(中国大陆),98分钟,8.4
1579,我的P.S.搭档 나의 PS 파트너,卞成贤,卞成贤,喜剧爱情,韩国,韩语,2013-02-21(中国香港)2012-12-06(韩国),114分钟,7.1
1580,我的一级兄弟 나의 특별한 형제,陆相孝,陆相孝,喜剧,韩国,韩语,2019-05-01(韩国),114分钟,8.3
1581,我的个神啊 PK,拉吉库马尔·希拉尼,拉吉库马尔·希拉尼 阿希贾特·乔希,喜剧奇幻,印度,印地语英语乌尔都语,2015-05-22(中国大陆)2014-12-19(印度),139分钟(中国大陆),8.4
1582,我的冤家是条狗 Patrick,曼迪·弗莱彻,凡妮莎·戴维斯 曼迪·弗莱彻 保罗·德·沃斯,喜剧家庭,英国,英语,2018-11-09(中国大陆)2018-06-29(英国),95分钟,6.4
1583,我的初恋情人 僕の初恋をキミに捧ぐ,新城毅彦,青木琴美 坂东贤治,剧情爱情,日本,日语,2009-10-24,122 分钟,7.3
1584,我的名字叫可汗 My Name Is Khan,卡伦·乔哈尔,Shibani Bathija Niranjan Iyengar,剧情爱情,印度,北印度语乌尔都语英语,2010-11-30(中国大陆)2010-02-12(印度),165 分钟,8.4
1585,我的女友是机器人,王韦程,金璐,喜剧爱情科幻,中国,汉语普通话,2020-09-11(中国大陆),120分钟,3.8
1586,我的播音系女友,程中豪王凯,王凯 程中豪 李志帅,喜剧爱情,中国,汉语普通话,2014-05-20(中国大陆),96分钟,3.8
1587,我的新野蛮女友 엽기적인 그녀 2,赵根植,李东河,喜剧爱情,韩国中国大陆,韩语汉语普通话,2016-04-22(中国大陆),107分钟,3.8
1588,我的早更女友,郭在容,曹金玲 宝卿 严苏倩,喜剧爱情,中国,汉语普通话英语,2014-12-12(中国大陆),98分钟,5.5
1589,我的父亲母亲,张艺谋,鲍十,剧情爱情,中国,汉语普通话,1999-10-16(中国大陆)2000-02-15(柏林电影节),89分钟,8.1
1590,我的老婆是大佬 조폭 마누라,赵真奎,姜孝镇,喜剧动作爱情,韩国,韩语,2001-09-28(韩国),107分钟,6.4
1591,我的舅舅 Mon Oncle,雅克·塔蒂,Jacques Lagrange 让·洛奥特 雅克·塔蒂,喜剧,意大利法国,法语,1958-05-10,117 分钟,8.5
1592,我的英雄学院：两位英雄 僕のヒーローアカデミア THE MOVIE ～2人の英雄～,长崎健司,黑田洋介,动作动画,日本,日语,2019-03-15(中国大陆)2018-08-03(日本),96分钟,7.1
1593,我的邻居山田君 ホーホケキョとなりの山田くん,高畑勋,高畑勋 石井寿一,喜剧动画家庭,日本,日语,1999-07-17(日本),104 分钟,8.8
1594,我的野蛮女友 엽기적인 그녀,郭在容,郭在容 金浩植,剧情喜剧爱情,韩国,韩语英语,2001-07-27(韩国),123分钟(韩国),8.2
1595,我的间谍 My Spy,彼得·西格尔,埃里希·霍贝尔 乔·霍贝尔,喜剧动作,美国加拿大,英语法语俄语,2020-01-09(澳大利亚)2020-06-26(美国网络),100分钟,6.1
1596,我的间谍前男友 The Spy Who Dumped Me,苏珊娜·福格尔,苏珊娜·福格尔 大卫·伊瑟森,喜剧动作,美国加拿大,英语俄语法语,2018-10-19(中国大陆)2018-08-03(美国),117分钟,6.2
1597,我的青春期,郝杰,郝杰 葛夏,剧情爱情,中国,晋语汉语普通话,2015-11-11(中国大陆),91分钟,6.0
1598,我的黑色小礼服 마이 블랙 미니드레스,许仁茂,许仁茂 Min-Seo Kim,剧情,韩国,韩语,2011-03-24(韩国),107分钟,7.1
1599,我老婆未满十八岁 我老婆唔够秤,阮世生,阮世生 陈庆嘉 罗耀辉,喜剧爱情,中国,粤语,2002-09-25,120分钟,6.5
1600,我自己的爱达荷 My Own Private Idaho,格斯·范·桑特,格斯·范·桑特,剧情爱情同性,美国,英语意大利语德语,1991-09-12,104 分钟,8.3
1601,我说的都是真的,刘仪伟,刘仪伟,喜剧动作悬疑,中国,汉语普通话,2018-03-30(中国大陆),99分钟,4.8
1602,我身体里的那个家伙 내안의 그놈,姜孝镇,申汉率 赵重勋 姜孝镇,剧情喜剧,韩国,韩语,2019-01-09(韩国),122分钟,7.3
1603,"我，机器人 I, Robot",亚历克斯·普罗亚斯,杰夫·温塔 阿齐瓦·高斯曼 艾萨克·阿西莫夫,动作科幻悬疑惊悚,美国德国,英语,2004-07-16(美国),115 分钟,8.2
1604,"我，花样女王 I, Tonya",克雷格·吉勒斯佩,斯蒂芬·罗杰斯,剧情喜剧传记运动,英国美国卡塔尔,英语,2017-09-08(多伦多电影节)2017-12-08(美国),120分钟,8.0
1605,战争之王 Lord of War,安德鲁·尼科尔,安德鲁·尼科尔,剧情犯罪,美国法国,英语法语德语俄语西班牙语乌克兰语阿拉伯语土耳其语汉语普通话,2005-09-16(美国),122 分钟,8.7
1606,战争幽灵 Ghosts of War,埃里克·布雷斯,埃里克·布雷斯,惊悚恐怖战争,英国,英语,2020-07-17(英国),95分钟,6.6
1607,战国,金琛,申捷,剧情动作爱情悬疑战争古装,中国,汉语普通话,2011-04-12(中国大陆),126分钟,3.9
